1	9.9862711637e-01
2	9.9810241541e-01
3	9.9741791226e-01
4	9.9653705949e-01
5	9.9541787058e-01
6	9.9401268542e-01
7	9.9226803782e-01
8	9.9012464894e-01
9	9.8751757172e-01
10	9.8437651158e-01
11	9.8062634778e-01
12	9.7618787755e-01
13	9.7097880091e-01
14	9.6491495754e-01
15	9.5791181891e-01
16	9.4988622714e-01
17	9.4075835907e-01
18	9.3045387846e-01
19	9.1890622301e-01
20	9.0605895600e-01
21	8.9186809722e-01
22	8.7630433543e-01
23	8.5935501610e-01
24	8.4102579660e-01
25	8.2134186557e-01
26	8.0034863654e-01
27	7.7811184625e-01
28	7.5471701579e-01
29	7.3026826553e-01
30	7.0488651002e-01
31	6.7870709433e-01
32	6.5187696544e-01
33	6.2455149790e-01
34	5.9689111088e-01
35	5.6905782131e-01
36	5.4121187615e-01
37	5.1350859472e-01
38	4.8609553336e-01
39	4.5911005902e-01
40	4.3267739068e-01
41	4.0690913825e-01
42	3.8190234156e-01
43	3.5773898813e-01
44	3.3448596906e-01
45	3.1219541847e-01
46	2.9090537309e-01
47	2.7064068485e-01
48	2.5141411982e-01
49	2.3322758045e-01
50	2.1607339460e-01
51	1.9993562238e-01
52	1.8479134031e-01
53	1.7061187124e-01
54	1.5736393613e-01
55	1.4501071160e-01
56	1.3351278356e-01
57	1.2282899230e-01
58	1.1291716930e-01
59	1.0373476877e-01
60	9.5239399827e-02
61	8.7389266566e-02
62	8.0143524396e-02
63	7.3462561474e-02
64	6.7308214107e-02
65	6.1643924749e-02
66	5.6434850795e-02
67	5.1647931738e-02
68	4.7251921599e-02
69	4.3217392824e-02
70	3.9516717119e-02
71	3.6124027998e-02
72	3.3015169185e-02
73	3.0167632375e-02
74	2.7560487340e-02
75	2.5174306859e-02
76	2.2991088533e-02
77	2.0994175135e-02
78	1.9168174869e-02
79	1.7498882577e-02
80	1.5973202736e-02
81	1.4579074864e-02
82	1.3305401801e-02
83	1.2141981171e-02
84	1.1079440254e-02
85	1.0109174364e-02
86	9.2232887921e-03
87	8.4145442845e-03
88	7.6763060123e-03
89	7.0024959245e-03
90	6.3875483740e-03
91	5.8263688755e-03
92	5.3142958477e-03
93	4.8470651834e-03
94	4.4207774866e-03
95	4.0318678186e-03
96	3.6770777921e-03
97	3.3534298621e-03
98	3.0582036603e-03
99	2.7889142337e-03
100	2.5432920461e-03
101	2.3192646159e-03
102	2.1149396663e-03
103	1.9285896716e-03
104	1.7586376927e-03
105	1.6036443999e-03
106	1.4622961884e-03
107	1.3333943001e-03
108	1.2158448679e-03
109	1.1086498096e-03
110	1.0108984995e-03
111	9.2176015471e-04
112	8.4047687540e-04
113	7.6635728519e-04
114	6.9877072048e-04
115	6.3714192259e-04
116	5.8094618996e-04
117	5.2970495123e-04
118	4.8298172313e-04
119	4.4037842034e-04
120	4.0153198693e-04
121	3.6611132176e-04
122	3.3381447246e-04
123	3.0436607460e-04
124	2.7751501510e-04
125	2.5303230006e-04
126	2.3070910955e-04
127	2.1035502287e-04
128	1.9179639954e-04
129	1.7487490234e-04
130	1.5944615013e-04
131	1.4537848894e-04
132	1.3255187109e-04
133	1.2085683288e-04
134	1.1019356216e-04
135	1.0047104791e-04
136	9.1606304672e-05
137	8.3523665270e-05
138	7.6154135739e-05
139	6.9434807098e-05
140	6.3308318903e-05
141	5.7722370074e-05
142	5.2629272796e-05
143	4.7985545742e-05
144	4.3751543129e-05
145	3.9891116478e-05
146	3.6371306176e-05
147	3.3162060233e-05
148	3.0235977835e-05
149	2.7568075495e-05
150	2.5135573841e-05
151	2.2917703181e-05
152	2.0895526237e-05
153	1.9051776494e-05
154	1.7370710818e-05
155	1.5837975067e-05
156	1.4440481545e-05
157	1.3166297285e-05
158	1.2004542173e-05
159	1.0945296061e-05
160	9.9795140709e-06
